,Adj Close
,^IXIC
Datetime,
2025-01-30 14:30:00+00:00,19689.890625
2025-01-30 14:31:00+00:00,19712.109375
2025-01-30 14:32:00+00:00,19704.662109375
2025-01-30 14:33:00+00:00,19692.095703125
2025-01-30 14:34:00+00:00,19668.1796875
2025-01-30 14:35:00+00:00,19654.6953125
2025-01-30 14:36:00+00:00,19674.294921875
2025-01-30 14:37:00+00:00,19672.90625
2025-01-30 14:38:00+00:00,19695.546875
2025-01-30 14:39:00+00:00,19699.626953125
2025-01-30 14:40:00+00:00,19708.14453125
2025-01-30 14:41:00+00:00,19693.455078125
2025-01-30 14:42:00+00:00,19677.556640625
2025-01-30 14:43:00+00:00,19696.84375
2025-01-30 14:44:00+00:00,19697.78515625
2025-01-30 14:45:00+00:00,19702.9765625
2025-01-30 14:46:00+00:00,19718.380859375
2025-01-30 14:47:00+00:00,19741.966796875
2025-01-30 14:48:00+00:00,19753.642578125
2025-01-30 14:49:00+00:00,19777.580078125
2025-01-30 14:50:00+00:00,19775.888671875
2025-01-30 14:51:00+00:00,19783.216796875
2025-01-30 14:52:00+00:00,19761.763671875
2025-01-30 14:53:00+00:00,19734.43359375
2025-01-30 14:54:00+00:00,19751.876953125
2025-01-30 14:55:00+00:00,19762.208984375
2025-01-30 14:56:00+00:00,19767.58984375
2025-01-30 14:57:00+00:00,19750.09765625
2025-01-30 14:58:00+00:00,19716.064453125
2025-01-30 14:59:00+00:00,19717.77734375
2025-01-30 15:00:00+00:00,19701.794921875
2025-01-30 15:01:00+00:00,19700.34765625
2025-01-30 15:02:00+00:00,19656.365234375
2025-01-30 15:03:00+00:00,19647.134765625
2025-01-30 15:04:00+00:00,19654.64453125
2025-01-30 15:05:00+00:00,19649.359375
2025-01-30 15:06:00+00:00,19662.62109375
2025-01-30 15:07:00+00:00,19635.998046875
2025-01-30 15:08:00+00:00,19633.158203125
2025-01-30 15:09:00+00:00,19649.455078125
2025-01-30 15:10:00+00:00,19662.03515625
2025-01-30 15:11:00+00:00,19671.853515625
2025-01-30 15:12:00+00:00,19653.087890625
2025-01-30 15:13:00+00:00,19647.166015625
2025-01-30 15:14:00+00:00,19658.197265625
2025-01-30 15:15:00+00:00,19655.2734375
2025-01-30 15:16:00+00:00,19641.998046875
2025-01-30 15:17:00+00:00,19649.673828125
2025-01-30 15:18:00+00:00,19636.849609375
2025-01-30 15:19:00+00:00,19635.091796875
2025-01-30 15:20:00+00:00,19636.259765625
2025-01-30 15:21:00+00:00,19623.91796875
2025-01-30 15:22:00+00:00,19627.787109375
2025-01-30 15:23:00+00:00,19638.970703125
2025-01-30 15:24:00+00:00,19660.1328125
2025-01-30 15:25:00+00:00,19644.5
2025-01-30 15:26:00+00:00,19626.865234375
2025-01-30 15:27:00+00:00,19617.08203125
2025-01-30 15:28:00+00:00,19629.068359375
2025-01-30 15:29:00+00:00,19597.49609375
2025-01-30 15:30:00+00:00,19576.841796875
2025-01-30 15:31:00+00:00,19580.662109375
2025-01-30 15:32:00+00:00,19585.73046875
2025-01-30 15:33:00+00:00,19588.849609375
2025-01-30 15:34:00+00:00,19601.369140625
2025-01-30 15:35:00+00:00,19625.87890625
2025-01-30 15:36:00+00:00,19619.16015625
2025-01-30 15:37:00+00:00,19626.576171875
2025-01-30 15:38:00+00:00,19626.28125
2025-01-30 15:39:00+00:00,19633.22265625
2025-01-30 15:41:00+00:00,19629.3359375
2025-01-30 15:42:00+00:00,19629.412109375
2025-01-30 15:43:00+00:00,19624.185546875
2025-01-30 15:44:00+00:00,19612.845703125
2025-01-30 15:45:00+00:00,19609.841796875
2025-01-30 15:46:00+00:00,19615.232421875
2025-01-30 15:47:00+00:00,19626.9296875
2025-01-30 15:48:00+00:00,19632.017578125
2025-01-30 15:49:00+00:00,19620.66015625
2025-01-30 15:50:00+00:00,19617.9140625
2025-01-30 15:51:00+00:00,19604.140625
2025-01-30 15:52:00+00:00,19580.197265625
2025-01-30 15:53:00+00:00,19584.521484375
2025-01-30 15:54:00+00:00,19562.884765625
2025-01-30 15:55:00+00:00,19552.26171875
2025-01-30 15:56:00+00:00,19541.373046875
2025-01-30 15:57:00+00:00,19549.853515625
2025-01-30 15:58:00+00:00,19535.576171875
2025-01-30 15:59:00+00:00,19523.4921875
2025-01-30 16:00:00+00:00,19540.896484375
2025-01-30 16:01:00+00:00,19504.10546875
2025-01-30 16:02:00+00:00,19508.365234375
2025-01-30 16:03:00+00:00,19529.109375
2025-01-30 16:04:00+00:00,19531.625
2025-01-30 16:05:00+00:00,19535.865234375
2025-01-30 16:06:00+00:00,19540.3828125
2025-01-30 16:07:00+00:00,19526.7890625
2025-01-30 16:08:00+00:00,19524.17578125
2025-01-30 16:09:00+00:00,19517.205078125
2025-01-30 16:10:00+00:00,19522.177734375
2025-01-30 16:11:00+00:00,19521.57421875
2025-01-30 16:12:00+00:00,19515.2890625
2025-01-30 16:13:00+00:00,19510.681640625
2025-01-30 16:14:00+00:00,19486.517578125
2025-01-30 16:15:00+00:00,19501.173828125
2025-01-30 16:16:00+00:00,19495.92578125
2025-01-30 16:17:00+00:00,19500.814453125
2025-01-30 16:18:00+00:00,19508.033203125
2025-01-30 16:19:00+00:00,19522.205078125
2025-01-30 16:20:00+00:00,19533.9140625
2025-01-30 16:21:00+00:00,19546.10546875
2025-01-30 16:22:00+00:00,19549.794921875
2025-01-30 16:23:00+00:00,19563.91015625
2025-01-30 16:24:00+00:00,19569.533203125
2025-01-30 16:25:00+00:00,19586.880859375
2025-01-30 16:26:00+00:00,19568.46875
2025-01-30 16:27:00+00:00,19577.064453125
2025-01-30 16:28:00+00:00,19579.62890625
2025-01-30 16:29:00+00:00,19588.94921875
2025-01-30 16:30:00+00:00,19602.400390625
2025-01-30 16:31:00+00:00,19591.2578125
2025-01-30 16:32:00+00:00,19591.818359375
2025-01-30 16:33:00+00:00,19595.42578125
2025-01-30 16:34:00+00:00,19584.03125
2025-01-30 16:35:00+00:00,19574.6015625
2025-01-30 16:36:00+00:00,19587.615234375
2025-01-30 16:37:00+00:00,19584.533203125
2025-01-30 16:38:00+00:00,19584.763671875
2025-01-30 16:39:00+00:00,19601.193359375
2025-01-30 16:40:00+00:00,19595.716796875
2025-01-30 16:41:00+00:00,19597.3671875
2025-01-30 16:42:00+00:00,19606.466796875
2025-01-30 16:43:00+00:00,19602.515625
2025-01-30 16:45:00+00:00,19604.390625
2025-01-30 16:46:00+00:00,19611.978515625
2025-01-30 16:47:00+00:00,19613.28125
2025-01-30 16:48:00+00:00,19612.947265625
2025-01-30 16:49:00+00:00,19616.8203125
2025-01-30 16:50:00+00:00,19624.16796875
2025-01-30 16:51:00+00:00,19635.3046875
2025-01-30 16:52:00+00:00,19639.5546875
2025-01-30 16:53:00+00:00,19649.4609375
2025-01-30 16:54:00+00:00,19649.7734375
2025-01-30 16:55:00+00:00,19647.0859375
2025-01-30 16:56:00+00:00,19662.23046875
2025-01-30 16:57:00+00:00,19669.4375
2025-01-30 16:58:00+00:00,19667.451171875
2025-01-30 16:59:00+00:00,19655.810546875
2025-01-30 17:00:00+00:00,19640.390625
2025-01-30 17:01:00+00:00,19634.001953125
2025-01-30 17:02:00+00:00,19638.59375
2025-01-30 17:03:00+00:00,19635.861328125
2025-01-30 17:04:00+00:00,19633.1875
2025-01-30 17:05:00+00:00,19630.296875
2025-01-30 17:06:00+00:00,19617.9375
2025-01-30 17:07:00+00:00,19627.970703125
2025-01-30 17:08:00+00:00,19634.46484375
2025-01-30 17:09:00+00:00,19633.712890625
2025-01-30 17:10:00+00:00,19638.603515625
2025-01-30 17:11:00+00:00,19627.376953125
2025-01-30 17:12:00+00:00,19623.552734375
2025-01-30 17:13:00+00:00,19607.78515625
2025-01-30 17:14:00+00:00,19605.595703125
2025-01-30 17:15:00+00:00,19609.771484375
2025-01-30 17:16:00+00:00,19602.046875
2025-01-30 17:17:00+00:00,19595.7265625
2025-01-30 17:18:00+00:00,19605.2421875
2025-01-30 17:19:00+00:00,19595.302734375
2025-01-30 17:20:00+00:00,19596.71484375
2025-01-30 17:21:00+00:00,19604.0625
2025-01-30 17:22:00+00:00,19593.953125
2025-01-30 17:23:00+00:00,19600.357421875
2025-01-30 17:24:00+00:00,19594.59375
2025-01-30 17:25:00+00:00,19588.517578125
2025-01-30 17:26:00+00:00,19573.908203125
2025-01-30 17:27:00+00:00,19571.80859375
2025-01-30 17:28:00+00:00,19586.484375
2025-01-30 17:29:00+00:00,19579.296875
2025-01-30 17:30:00+00:00,19578.376953125
2025-01-30 17:31:00+00:00,19573.3671875
2025-01-30 17:32:00+00:00,19573.51953125
2025-01-30 17:33:00+00:00,19585.4921875
2025-01-30 17:34:00+00:00,19585.65234375
2025-01-30 17:35:00+00:00,19587.984375
2025-01-30 17:36:00+00:00,19581.41796875
2025-01-30 17:37:00+00:00,19588.408203125
2025-01-30 17:38:00+00:00,19590.337890625
2025-01-30 17:39:00+00:00,19587.6328125
2025-01-30 17:40:00+00:00,19589.3671875
2025-01-30 17:41:00+00:00,19592.955078125
2025-01-30 17:42:00+00:00,19606.669921875
2025-01-30 17:43:00+00:00,19599.564453125
2025-01-30 17:44:00+00:00,19580.845703125
2025-01-30 17:45:00+00:00,19593.431640625
2025-01-30 17:46:00+00:00,19594.009765625
2025-01-30 17:47:00+00:00,19595.857421875
2025-01-30 17:48:00+00:00,19600.103515625
2025-01-30 17:49:00+00:00,19598.84375
2025-01-30 17:50:00+00:00,19603.57421875
2025-01-30 17:51:00+00:00,19605.8515625
2025-01-30 17:52:00+00:00,19610.59765625
2025-01-30 17:53:00+00:00,19608.017578125
2025-01-30 17:54:00+00:00,19605.865234375
2025-01-30 17:55:00+00:00,19604.107421875
2025-01-30 17:56:00+00:00,19608.263671875
2025-01-30 17:57:00+00:00,19613.12890625
2025-01-30 17:58:00+00:00,19611.025390625
2025-01-30 17:59:00+00:00,19612.296875
2025-01-30 18:00:00+00:00,19607.951171875
2025-01-30 18:01:00+00:00,19599.283203125
2025-01-30 18:02:00+00:00,19598.220703125
2025-01-30 18:03:00+00:00,19603.712890625
2025-01-30 18:04:00+00:00,19605.052734375
2025-01-30 18:05:00+00:00,19605.990234375
2025-01-30 18:06:00+00:00,19615.43359375
2025-01-30 18:07:00+00:00,19609.6328125
2025-01-30 18:08:00+00:00,19627.02734375
2025-01-30 18:09:00+00:00,19625.44140625
2025-01-30 18:10:00+00:00,19618.00390625
2025-01-30 18:11:00+00:00,19617.490234375
2025-01-30 18:12:00+00:00,19617.5
2025-01-30 18:13:00+00:00,19617.568359375
2025-01-30 18:14:00+00:00,19614.521484375
2025-01-30 18:15:00+00:00,19616.84375
2025-01-30 18:16:00+00:00,19616.466796875
2025-01-30 18:17:00+00:00,19618.45703125
2025-01-30 18:18:00+00:00,19618.779296875
2025-01-30 18:19:00+00:00,19614.375
2025-01-30 18:20:00+00:00,19610.1640625
2025-01-30 18:21:00+00:00,19616.474609375
2025-01-30 18:22:00+00:00,19618.654296875
2025-01-30 18:23:00+00:00,19618.48046875
2025-01-30 18:24:00+00:00,19624.71875
2025-01-30 18:25:00+00:00,19619.09375
2025-01-30 18:26:00+00:00,19624.599609375
2025-01-30 18:27:00+00:00,19616.24609375
2025-01-30 18:28:00+00:00,19606.072265625
2025-01-30 18:29:00+00:00,19604.55859375
2025-01-30 18:30:00+00:00,19613.158203125
2025-01-30 18:31:00+00:00,19620.8515625
2025-01-30 18:32:00+00:00,19627.2421875
2025-01-30 18:33:00+00:00,19630.97265625
2025-01-30 18:34:00+00:00,19630.59375
2025-01-30 18:35:00+00:00,19626.0390625
2025-01-30 18:36:00+00:00,19632.09765625
2025-01-30 18:37:00+00:00,19638.1640625
2025-01-30 18:38:00+00:00,19643.8515625
2025-01-30 18:39:00+00:00,19643.556640625
2025-01-30 18:40:00+00:00,19650.087890625
2025-01-30 18:41:00+00:00,19647.361328125
2025-01-30 18:42:00+00:00,19648.7578125
2025-01-30 18:43:00+00:00,19648.88671875
2025-01-30 18:44:00+00:00,19642.8515625
2025-01-30 18:45:00+00:00,19650.51171875
2025-01-30 18:46:00+00:00,19650.5
2025-01-30 18:47:00+00:00,19647.18359375
2025-01-30 18:48:00+00:00,19647.341796875
2025-01-30 18:49:00+00:00,19649.84765625
2025-01-30 18:50:00+00:00,19642.888671875
2025-01-30 18:51:00+00:00,19644.0703125
2025-01-30 18:52:00+00:00,19643.927734375
2025-01-30 18:53:00+00:00,19648.888671875
2025-01-30 18:54:00+00:00,19648.6875
2025-01-30 18:55:00+00:00,19647.826171875
2025-01-30 18:56:00+00:00,19653.8125
2025-01-30 18:57:00+00:00,19659.767578125
2025-01-30 18:58:00+00:00,19662.830078125
2025-01-30 18:59:00+00:00,19658.29296875
2025-01-30 19:00:00+00:00,19656.5078125
2025-01-30 19:01:00+00:00,19655.46484375
2025-01-30 19:02:00+00:00,19653.876953125
2025-01-30 19:03:00+00:00,19652.890625
2025-01-30 19:04:00+00:00,19647.857421875
2025-01-30 19:05:00+00:00,19650.482421875
2025-01-30 19:06:00+00:00,19652.8046875
2025-01-30 19:07:00+00:00,19654.5625
2025-01-30 19:08:00+00:00,19656.939453125
2025-01-30 19:09:00+00:00,19657.10546875
2025-01-30 19:10:00+00:00,19661.888671875
2025-01-30 19:11:00+00:00,19665.060546875
2025-01-30 19:12:00+00:00,19670.447265625
2025-01-30 19:13:00+00:00,19675.634765625
2025-01-30 19:14:00+00:00,19671.146484375
2025-01-30 19:15:00+00:00,19670.07421875
2025-01-30 19:16:00+00:00,19662.49609375
2025-01-30 19:17:00+00:00,19665.640625
2025-01-30 19:18:00+00:00,19668.115234375
2025-01-30 19:19:00+00:00,19666.09375
2025-01-30 19:20:00+00:00,19669.302734375
2025-01-30 19:21:00+00:00,19665.25390625
2025-01-30 19:22:00+00:00,19668.923828125
2025-01-30 19:23:00+00:00,19669.119140625
2025-01-30 19:24:00+00:00,19669.240234375
2025-01-30 19:25:00+00:00,19667.859375
2025-01-30 19:26:00+00:00,19663.916015625
2025-01-30 19:27:00+00:00,19665.001953125
2025-01-30 19:28:00+00:00,19671.6171875
2025-01-30 19:29:00+00:00,19667.435546875
2025-01-30 19:30:00+00:00,19668.90234375
2025-01-30 19:31:00+00:00,19659.5546875
2025-01-30 19:32:00+00:00,19659.92578125
2025-01-30 19:33:00+00:00,19661.349609375
2025-01-30 19:34:00+00:00,19657.72265625
2025-01-30 19:35:00+00:00,19662.40234375
2025-01-30 19:36:00+00:00,19667.673828125
2025-01-30 19:37:00+00:00,19671.541015625
2025-01-30 19:38:00+00:00,19667.28125
2025-01-30 19:39:00+00:00,19670.345703125
2025-01-30 19:40:00+00:00,19674.509765625
2025-01-30 19:41:00+00:00,19672.84765625
2025-01-30 19:42:00+00:00,19669.638671875
2025-01-30 19:43:00+00:00,19672.421875
2025-01-30 19:44:00+00:00,19674.216796875
2025-01-30 19:45:00+00:00,19671.421875
2025-01-30 19:46:00+00:00,19673.80859375
2025-01-30 19:47:00+00:00,19681.240234375
2025-01-30 19:48:00+00:00,19690.10546875
2025-01-30 19:49:00+00:00,19690.728515625
2025-01-30 19:50:00+00:00,19688.181640625
2025-01-30 19:51:00+00:00,19690.51171875
2025-01-30 19:52:00+00:00,19698.599609375
2025-01-30 19:53:00+00:00,19699.681640625
2025-01-30 19:54:00+00:00,19698.7734375
2025-01-30 19:55:00+00:00,19696.37890625
2025-01-30 19:56:00+00:00,19709.533203125
2025-01-30 19:57:00+00:00,19710.0
2025-01-30 19:58:00+00:00,19709.7265625
2025-01-30 19:59:00+00:00,19712.6328125
2025-01-30 20:00:00+00:00,19715.00390625
2025-01-30 20:01:00+00:00,19722.8125
2025-01-30 20:02:00+00:00,19722.12890625
2025-01-30 20:03:00+00:00,19726.3984375
2025-01-30 20:04:00+00:00,19726.041015625
2025-01-30 20:05:00+00:00,19725.34375
2025-01-30 20:06:00+00:00,19728.86328125
2025-01-30 20:07:00+00:00,19723.81640625
2025-01-30 20:08:00+00:00,19717.736328125
2025-01-30 20:09:00+00:00,19724.537109375
2025-01-30 20:10:00+00:00,19725.48046875
2025-01-30 20:11:00+00:00,19727.751953125
2025-01-30 20:12:00+00:00,19727.166015625
2025-01-30 20:13:00+00:00,19729.4921875
2025-01-30 20:14:00+00:00,19727.451171875
2025-01-30 20:15:00+00:00,19725.04296875
2025-01-30 20:16:00+00:00,19728.578125
2025-01-30 20:17:00+00:00,19740.880859375
2025-01-30 20:18:00+00:00,19736.65625
2025-01-30 20:19:00+00:00,19742.16015625
2025-01-30 20:20:00+00:00,19741.826171875
2025-01-30 20:21:00+00:00,19740.927734375
2025-01-30 20:22:00+00:00,19745.22265625
2025-01-30 20:23:00+00:00,19744.78125
2025-01-30 20:24:00+00:00,19749.94140625
2025-01-30 20:25:00+00:00,19744.64453125
2025-01-30 20:26:00+00:00,19745.0546875
2025-01-30 20:27:00+00:00,19743.66796875
2025-01-30 20:28:00+00:00,19742.845703125
2025-01-30 20:29:00+00:00,19740.30859375
2025-01-30 20:30:00+00:00,19731.431640625
2025-01-30 20:31:00+00:00,19729.83984375
2025-01-30 20:32:00+00:00,19728.185546875
2025-01-30 20:33:00+00:00,19732.470703125
2025-01-30 20:34:00+00:00,19740.587890625
2025-01-30 20:35:00+00:00,19738.2890625
2025-01-30 20:36:00+00:00,19709.126953125
2025-01-30 20:37:00+00:00,19693.142578125
2025-01-30 20:38:00+00:00,19685.388671875
2025-01-30 20:39:00+00:00,19655.8984375
2025-01-30 20:40:00+00:00,19625.888671875
2025-01-30 20:41:00+00:00,19645.767578125
2025-01-30 20:42:00+00:00,19647.791015625
2025-01-30 20:43:00+00:00,19624.490234375
2025-01-30 20:44:00+00:00,19608.416015625
2025-01-30 20:45:00+00:00,19619.3828125
2025-01-30 20:46:00+00:00,19607.4296875
2025-01-30 20:47:00+00:00,19618.884765625
2025-01-30 20:48:00+00:00,19638.671875
2025-01-30 20:49:00+00:00,19653.55859375
2025-01-30 20:50:00+00:00,19645.67578125
2025-01-30 20:51:00+00:00,19645.369140625
2025-01-30 20:52:00+00:00,19660.580078125
2025-01-30 20:53:00+00:00,19655.537109375
2025-01-30 20:54:00+00:00,19682.90625
2025-01-30 20:55:00+00:00,19691.3515625
2025-01-30 20:56:00+00:00,19691.63671875
2025-01-30 20:57:00+00:00,19678.39453125
2025-01-30 20:58:00+00:00,19679.189453125
2025-01-30 20:59:00+00:00,19678.046875
