FitchEntityID;OPERATING_ROAA;TOTAL_EQUITY_TOTAL_ASSETS;LA_to_TA;NET_LOANS_TOTAL_ASSETS
111750;1.6;16.1;5.717558599921615;46.1
111751;1.81;12.55;5.172926947099626;71.33
111796;1.56;9.36;4.427844864733063;72.3
111808;1.43;10.87;8.122641222303331;64.23
111955;0.36;9.42;5.224961502690683;62.73
112427;1.58;10.93;3.7571653074019733;66.64
113943;0.52;8.68;0.16518466165850826;88.48
115064;2.22;15.29;5.549260386810189;70.63
1005624;0.36;16.78;3.1114952463195173;90.23
1261831;1.44;9.63;2.5568214511768077;73.75
1194570;3.53;11.91;3.237774030354132;84.76
1464219;1.07;5.34;34.95034914431259;5.01
1000951;0.8;7.75;69.55526813252413;6.88
1008072;0.49;7.4;14.71322399131281;50.14
1008969;0.84;6.0;20.03783541594066;73.59
1474601;-5.22;10.6;46.74741947159614;11.01
1000360;1.32;17.2;8.939540898803749;41.55
1251253;0.44;13.35;41.95381621611154;35.1
1004836;0.6;9.02;21.70818505338078;22.82
1473710;0.78;12.67;58.869138367210304;26.76
1387930;0.96;3.68;16.947610392818387;15.08
1011618;2.8;14.59;27.08688401919961;28.7
1464111;0.6;11.12;52.02572815983066;43.09
1307050;0.31;6.64;20.82408092770787;51.79
1473841;2.93;11.44;45.294629537543514;4.94
1469323;0.44;7.17;23.532754010690144;64.43
1451184;-3.77;9.07;8.754235920606746;49.55
111513;0.62;8.87;15.260611767128268;59.26
111600;0.73;9.98;5.320859889212463;63.42
111727;0.73;9.53;6.999615387210613;68.77
1047648;1.25;7.23;4.992298882350619;78.26
1005884;1.0;7.26;2.894234035611137;68.18
1010612;0.84;13.89;8.681405416610097;78.74
111519;1.17;9.23;11.994252181663757;51.84
111521;1.21;10.33;21.63403351549001;64.76
107777;0.97;9.62;15.506141457299535;62.41
1000546;0.15;27.28;81.60883280757098;11.15
1001524;1.3;11.13;59.524172639926796;22.04
107433;1.08;26.16;19.889152640680553;40.98
1001871;0.64;7.34;6.916885061774616;47.54
1003859;2.39;18.48;7.797096253808926;1.7
1004265;0.78;10.4;7.434772569845302;22.5
107477;-3.18;5.12;12.793814915937975;58.38
1003252;1.17;67.93;36.59420289855072;61.41
1001061;1.01;6.11;11.798375779971876;74.51
1005839;0.57;7.62;7.665151368604313;79.63
1434170;0.69;6.54;5.117136343793957;52.15
1001766;-0.04;7.13;18.92070869128103;76.83
1010371;-0.94;12.54;1.9694533762057875;9.89
1000962;1.92;7.78;37.67029760842498;6.86
1009021;-2.59;10.43;9.918957695141339;87.24
1328330;0.63;8.08;5.368588323556691;56.45
112347;1.02;7.73;17.137230294800883;54.51
112153;0.92;7.4;18.653331533159548;57.47
1002849;0.39;6.36;3.6757024081027656;57.39
1186810;0.51;6.44;9.755283462713429;56.21
1347670;0.44;5.65;9.242661042800385;59.09
1325031;0.74;9.52;8.696643727466283;73.13
1321611;-0.14;7.56;5.076701821668264;60.44
1001317;1.3;8.04;6.693629178880189;81.53
1466803;3.45;13.76;11.05002011532788;87.2
1049947;1.84;12.37;16.689466484268127;67.88
1134510;0.68;13.23;31.037908598589624;56.9
1323290;0.77;10.93;33.013216346242466;63.82
1053575;0.96;11.5;4.129567330050065;63.06
1012565;0.54;4.54;0.0894198270392239;82.9
1412374;1.21;8.19;18.315842839036755;76.54
1465183;3.21;13.89;17.727218864794406;79.91
1036512;0.26;2.52;0.9050218693910675;14.75
1008548;1.15;11.14;4.099812973717886;95.11
1010637;0.29;5.42;0.624955000359997;85.23
1006952;2.08;30.27;6.173846546010705;57.41
1003863;1.08;7.01;5.431489076755672;79.04
1010632;1.44;10.47;28.595270950658264;69.86
1010644;1.83;26.93;0.936863199370915;65.69
1475321;5.11;12.03;25.103581003653474;70.22
1011525;1.23;20.81;0.9461633077869239;71.69
1012206;1.71;21.22;8.564496408375364;72.37
1012353;0.94;10.73;10.07775119617225;71.22
110706;0.74;5.12;17.24661968639421;74.42
108514;0.83;5.52;17.41321940406147;56.5
111547;0.98;6.04;15.979266359220404;68.19
1000411;0.46;9.48;10.960695517400044;85.94
1000333;0.13;8.35;18.354829464029805;76.43
1000069;0.58;15.42;53.2582578235822;33.14
1006084;0.23;4.36;75.96048298572997;21.96
107430;0.52;7.52;18.437084134259944;79.17
1005125;0.28;6.91;13.49680986571163;85.24
1003653;0.45;7.48;14.785096288026791;82.91
1010319;0.42;8.31;10.094637223974763;85.34
1005241;-6.41;7.43;61.021953426353626;18.35
1465762;2.26;9.65;3.656153221684356;93.44
1001711;0.36;7.56;10.49469964664311;86.17
1001079;1.05;13.54;84.77137690519247;7.96
1012974;0.34;8.89;9.29883764529434;86.58
1006983;0.42;6.9;12.135016384770246;86.6
1007790;0.43;7.61;12.052139037433154;83.44
1245490;0.34;10.73;75.23599116288412;15.51
1001267;1.41;19.79;38.512179065174465;44.92
1001102;0.77;9.29;69.9524940617577;26.08
107549;0.86;7.61;30.90608829681823;66.57
1033047;0.22;4.37;35.66311592848688;55.77
1036647;-0.4;7.6;72.92876796086823;16.57
1010473;0.87;22.61;49.562238294632664;29.27
1011294;-0.17;7.58;52.283447684391085;30.13
1476022;-0.82;6.86;6.382499205651743;92.54
1379630;1.18;6.25;44.57417457528873;44.64
1001326;0.38;8.07;13.080808080808081;84.26
1005762;0.33;6.03;8.727356463002764;86.11
1476023;0.42;8.9;11.084278057460894;86.02
1000820;0.92;10.53;13.695299837925445;83.77
1309233;0.31;5.11;12.76858048608665;83.97
1010350;0.84;7.62;46.90651512726109;44.88
1061775;0.49;9.05;10.791455990093901;86.08
1002743;0.89;13.2;47.91781797639661;43.64
1161810;0.31;7.22;7.8847711814910415;90.6
1012181;0.6;10.21;7.871878393051032;89.79
1367592;-1.58;24.62;92.60248749931536;0.41
1003654;0.81;18.87;14.558570937822054;79.62
1010262;0.32;7.94;14.540482701224585;82.77
1161790;0.07;7.09;14.618181818181816;78.69
1495865;0.69;5.37;79.43061830831566;17.92
1004902;0.44;7.74;9.438202247191011;88.64
1005224;0.75;11.05;55.38781529438842;30.32
1000371;0.22;17.4;48.9242863053372;35.85
1477629;1.38;27.7;72.74514992812568;12.56
1213470;0.0;14.02;90.85365853658539;3.66
1006191;0.41;15.13;35.38080064382116;61.95
1105710;0.6;9.18;11.41722511789526;87.34
1102630;0.03;7.04;59.226377847729815;37.75
1008107;0.63;6.42;14.496754231632591;84.26
1405091;0.5;11.15;68.6363583121469;18.28
1463328;1.94;7.64;64.38057487971936;22.42
1005834;0.22;8.99;27.012450513511965;65.41
1042068;0.36;8.62;7.035445757250268;88.99
1009389;0.61;7.92;14.666617221686568;83.23
1009711;0.52;7.1;13.96634989873812;83.72
1005082;0.13;9.13;8.934793429566948;89.65
1137830;0.5;9.33;11.555853290906045;84.63
1012822;0.63;13.27;16.999556147359076;79.89
1004561;0.37;8.05;13.39297460860413;84.44
1009496;0.37;10.67;9.22245803588655;84.66
1011711;0.4;9.54;15.065856129685914;83.56
1012971;1.81;16.55;80.4959465903672;8.2
1010856;0.49;7.2;12.955061280072627;85.86
1012966;0.49;6.85;44.64092847859117;53.04
1463429;0.66;5.09;34.59749922496641;63.49
133932;0.71;15.94;49.63518512233962;38.07
1458824;1.29;8.79;8.524945285822035;72.43
1417092;3.25;18.01;11.939129267043489;50.7
1162951;1.33;15.87;28.024439918530593;42.36
1010434;-0.25;46.28;96.84326104859892;1.76
1001275;1.87;18.55;55.222734254986335;34.24
1195937;2.89;19.95;23.752598752598246;68.51
1473762;3.0;8.67;20.971256733147566;78.47
1084430;-0.43;12.86;4.098360655761421;68.6
1008821;0.28;4.93;17.56578465146944;57.96
1123712;-0.03;8.36;48.17038393419986;33.7
1004052;-0.2;6.07;35.64542243155772;27.87
1004862;1.55;17.91;80.38638689866997;16.65
1494746;0.83;11.2;20.672285771296096;62.81
1284231;0.8;8.74;19.859686994059377;78.9
1040949;-0.46;15.32;11.178803379504568;67.02
1409230;1.27;14.42;32.02403511717719;58.25
1006208;0.81;13.2;19.701751617487595;59.8
1320890;0.26;10.27;28.14933333329802;68.33
1373451;0.15;6.71;13.524915927850811;58.82
1473773;1.7;10.59;11.850268615331325;62.65
1473774;2.0;33.03;20.00268024309768;79.17
1473775;0.65;11.39;12.817956127142322;62.81
108389;0.09;10.23;9.023255813957269;75.07
1188031;-8.16;13.18;51.88594782491588;41.58
1001931;0.29;2.64;73.10821308408406;12.21
1009406;0.17;4.98;42.74371415969254;21.7
1005188;-0.39;14.96;10.34838250977683;41.54
1224011;1.17;12.62;7.231618916120124;68.38
1010384;1.48;13.17;13.766123916262258;84.49
1471397;1.91;10.69;13.583101529902514;84.22
108731;1.69;10.82;13.492628544636792;84.12
1462327;0.41;4.69;18.732760343793636;72.55
1005256;-2.56;8.22;7.373994900954213;66.35
101683;0.13;16.05;10.859988507949625;42.92
111535;-0.1;12.31;25.88641448489428;41.79
1012654;-1.63;16.8;24.33497536946542;67.64
111530;0.76;3.56;23.129007049432555;72.43
100361;0.14;5.82;44.447966649636115;27.75
107559;0.35;5.83;44.25068475744054;27.66
111533;0.29;5.38;38.16842274945411;34.24
108048;0.69;7.85;30.47877860440143;38.19
111637;0.78;10.77;28.957533158518935;49.81
111531;0.77;6.22;15.100057106059317;54.52
110803;0.87;6.05;16.45296382628441;55.24
108594;0.22;9.94;45.1603305785124;45.73
111700;1.01;10.4;49.86093728271183;7.66
111536;0.96;4.8;33.93879293399014;56.3
111540;0.47;8.18;29.785070327471708;37.47
1095030;0.43;7.81;29.83401682891209;37.48
111382;0.25;6.65;24.79039530875706;43.79
1152291;0.22;3.85;66.62336498835258;31.61
1011927;0.49;4.05;68.24893634771001;31.17
1012594;2.06;15.61;6.961717758249863;55.93
1004576;1.75;12.0;1.4170927361808485;75.53
1200249;1.29;11.71;12.831985158711753;66.71
1208305;0.63;10.24;7.945377558745379;86.24
1012078;0.52;8.53;3.081035282775604;68.77
1000366;0.73;8.06;29.879509605371595;44.48
115298;1.93;12.59;9.940804487202072;80.25
1012079;1.54;14.11;10.123573818011966;71.89
107382;0.74;8.14;2.9279196337959412;75.58
1103990;0.97;8.16;2.236612032357858;48.4
1207129;1.47;8.93;3.443311394202886;68.08
1199553;0.39;17.85;31.86516726302039;26.13
1208036;1.0;9.72;2.912770309760374;48.17
1203282;1.56;15.33;75.5543937445381;24.05
1209682;1.25;10.85;5.636020664169641;61.97
1000775;0.8;16.81;14.048848469688577;37.24
112398;1.13;10.62;2.3488634575043874;67.59
112399;1.2;10.89;2.337975174652097;67.72
115292;1.63;8.6;13.709476929196498;77.77
1476158;0.68;13.32;20.93508308789916;54.55
1208751;1.02;6.88;19.30556588044136;45.85
1012097;1.63;11.19;1.4792610671201678;72.37
107503;1.11;9.64;4.872923658843399;70.09
1199661;0.79;7.93;7.863391715963121;81.12
1200546;0.87;10.37;3.7701141266897933;24.9
115287;0.88;6.8;6.548946274254036;61.74
1200534;1.49;9.89;10.066115299226622;43.28
1205323;1.09;17.97;12.882682514796857;28.54
107519;1.51;6.8;2.748717244186161;56.9
1012095;1.97;14.12;3.667036168952978;77.84
1007245;1.41;12.13;8.247449832352435;67.39
1209304;1.24;15.67;2.9489925970116877;57.2
107532;1.95;15.08;6.9926236778069555;56.2
1844;1.55;8.59;2.8450842060250654;82.71
1464270;0.99;9.85;41.67514647602316;42.06
1201671;0.97;13.03;7.244261081138263;76.6
1202737;1.75;13.41;16.855193725960216;77.75
1206309;3.95;9.39;27.887606698166543;22.16
1008820;1.19;8.96;1.4312961210789126;78.79
113067;1.5;9.3;2.2545796109006107;67.47
1206397;1.01;10.73;1.829205226582085;77.44
1002416;0.68;14.65;2.992176861505388;73.52
1002544;1.37;8.81;1.534795376869104;76.83
1199096;1.94;13.61;6.680137613302668;75.25
1010354;0.99;10.43;8.289152919457528;77.22
1496759;1.69;10.99;2.3462789976267078;68.43
1213563;0.53;9.89;6.158730347642908;74.97
1200256;0.96;10.17;9.591841125718096;47.91
1210011;1.39;9.09;9.951856798121849;40.1
1204319;0.72;5.44;7.448242341772311;44.92
1047348;1.65;6.66;6.38293586851434;8.38
1198305;1.34;11.13;5.730566756272402;62.65
1209943;1.67;13.19;3.1566350557006655;63.96
1002485;1.88;19.5;3.253963316500001;34.23
1198636;1.09;10.27;4.959327927310567;75.46
1200531;1.68;8.23;8.210921718067718;62.3
1201638;1.12;16.38;3.4600380498491456;28.08
1040666;1.13;10.68;15.31251957068594;52.18
1201639;-0.36;8.33;10.20575747678813;80.43
1201641;1.09;15.63;4.334178259844376;87.79
1200528;1.27;12.71;4.44082702214458;54.45
1200248;1.4;10.88;7.913339390171982;69.54
1004390;1.49;10.34;2.8447406148781393;69.44
1004335;1.52;12.09;2.6554913075078463;75.61
1209329;1.18;11.36;12.30031077912873;52.41
1002568;1.3;9.61;4.656784879520011;81.02
1002624;1.61;15.33;2.693528903223635;65.18
1105030;1.6;15.52;2.702017336066161;65.24
112897;1.74;10.93;4.9970871076054095;55.68
115258;1.75;9.74;5.025884568892003;56.0
1205337;0.86;12.98;8.075468587385494;79.83
1210218;1.13;7.72;13.19601514650944;52.49
1201612;1.23;9.52;10.530721164205326;45.32
1204304;1.41;8.55;5.538329650692457;87.09
1202106;1.22;13.91;2.3395231010900224;73.6
107769;1.32;10.37;15.979552812989805;40.84
1205050;0.47;10.81;5.497237185626552;61.7
1003214;-0.11;14.16;36.595894138812106;27.34
100580;4.84;90.24;22.335863900026265;74.77
1201005;1.2;10.27;12.050000727439503;62.35
115242;1.59;7.58;1.0562831407873072;5.47
1471992;1.14;14.27;2.9510435799853307;74.93
1003570;2.49;12.71;2.54677445427742;85.2
115241;1.35;12.17;3.2920148425039484;75.01
107825;0.58;9.77;4.791879805394104;89.9
1209747;1.55;10.37;6.014680451546346;42.61
1204765;1.19;9.8;3.0197603915552635;85.59
1204321;0.96;10.38;8.956196422377484;79.21
1199039;0.83;10.14;13.67803904447078;54.99
1004012;1.74;11.55;12.649178962940994;70.72
1210225;1.14;17.9;27.56688142169425;57.62
1209330;2.64;9.66;15.298506023352786;73.36
1205348;0.1;11.17;15.125064025951854;72.16
1200543;1.49;11.56;6.233779910784808;88.32
1205328;1.45;8.99;5.002037170526844;56.27
1200232;0.65;13.85;7.155531505228849;70.68
1199552;0.55;25.77;4.892727779325718;32.66
1200743;1.07;7.99;1.1611291269234931;89.55
1204768;1.31;8.95;4.345439682354315;83.55
1004143;0.84;8.15;2.650794703203496;39.16
1390110;1.42;12.09;3.697949305658653;58.95
1205089;1.42;10.09;9.985153831574957;80.45
115230;1.55;12.63;1.452063263536869;73.8
112910;1.45;12.15;1.4680362244766019;73.53
1202239;0.11;12.18;29.739866534849234;53.21
1203303;0.65;19.22;19.112703224028657;68.28
1204463;1.68;13.78;2.4699727851023017;62.89
107919;1.33;11.69;6.261815278708774;61.72
115226;1.65;11.78;6.294383736182023;62.04
112913;1.38;13.25;2.60720071219457;73.62
115223;1.67;13.48;2.4730176202416247;73.95
115219;0.78;12.35;5.5969570868160305;25.99
1204680;1.24;14.59;1.5538316924174431;66.52
1204773;1.05;12.69;27.408245385419498;53.76
1209733;-0.17;4.41;11.435716612689957;70.3
1204839;1.56;11.41;4.034750290737865;70.69
1205330;1.38;10.33;17.075928917609044;63.91
1209740;1.78;10.36;8.518757186358869;46.27
1200246;2.37;10.93;10.318401366152644;79.1
1004346;1.28;10.63;1.147866653273959;62.37
1004058;1.62;9.33;4.9945977704557585;68.21
1204479;-0.03;11.28;2.8784939508848937;72.48
1204083;1.78;10.31;3.1894649655302962;76.72
1004376;1.23;8.27;1.2052210041923688;71.93
1207890;0.89;10.17;9.243208871580313;78.9
107975;1.37;10.27;15.980831296298732;40.84
1005070;0.95;11.55;7.622315096148789;82.75
1201637;1.02;10.91;5.648337624045592;29.25
1004910;1.48;9.47;2.620107509188613;68.04
1005002;1.61;10.68;5.544575833939532;84.54
1473854;1.91;14.97;2.520602704542492;77.09
1005212;1.22;10.54;1.723235011712555;68.81
1005226;2.06;12.79;2.9532620638507137;82.17
1204776;1.21;12.91;5.496330600144478;68.71
1473858;0.65;12.78;3.0596186941694254;83.16
1005336;0.74;12.01;4.220458519899303;63.57
1005591;1.77;9.54;11.12057102726601;55.09
1005401;1.2;9.76;8.394110274696459;68.94
1005561;0.96;8.74;8.000634411539242;78.54
1007931;1.89;13.57;3.6655647280542762;77.8
1005728;1.1;9.51;33.162950356246576;51.83
110999;1.81;23.97;13.585222374695485;73.03
100280;1.15;11.88;9.847788164903347;68.41
108799;1.05;9.76;1.8211484896199461;71.21
112871;1.56;13.4;1.4758033224749822;64.66
1203601;0.9;14.9;4.971129428722638;69.68
1090490;0.95;14.12;10.170586770683936;64.02
112873;1.57;10.86;11.241660907495177;52.82
107529;1.56;10.14;11.237826711759391;53.08
101041;0.97;10.72;15.478315959223638;51.44
113978;0.01;17.58;25.394556152961506;63.56
1352010;0.83;8.61;5.190487605901297;75.76
1126390;2.89;16.31;26.54514239547566;72.24
110631;1.3;11.71;26.900380762111563;42.99
103464;1.9;11.86;14.136945882557134;52.26
115284;1.01;13.53;9.878500652147999;67.38
1207537;2.17;12.58;2.691065447027216;85.31
1203467;1.21;11.4;2.83177283092343;77.84
115280;1.6;12.89;1.275934042031313;64.36
1041327;0.9;20.88;5.23863331190639;65.01
113803;2.29;12.93;1.971807076306322;57.69
100024;2.65;12.64;2.4280250648627595;77.52
100042;1.58;13.33;3.943204833564766;67.8
108036;0.99;12.99;19.43629734552907;53.59
1012089;2.17;13.63;3.428901922496228;81.78
1058613;1.92;12.62;3.451221725752159;81.64
1012101;1.48;10.19;1.465918242544067;66.57
1002798;1.39;8.89;1.4633227756490914;66.45
856;1.38;10.31;21.44379326793664;45.16
100188;1.22;10.97;35.19952426916338;36.67
1080230;1.3;13.9;2.734249550827475;74.86
113804;2.35;13.12;1.9735929678709037;57.74
134768;1.26;13.27;2.3777739408675735;72.0
107713;1.35;8.17;4.64370208067674;64.22
1080070;1.26;13.58;1.4643672842646867;77.56
111587;1.81;10.35;8.300155748383341;67.68
111548;1.73;11.11;8.417898317030449;67.6
112900;1.66;15.25;2.092861121672986;57.78
115252;1.39;14.08;1.9028137989974123;59.02
103660;0.85;14.01;4.632756804147948;70.34
1202847;1.46;9.35;1.622405275925997;78.43
106060;1.3;20.88;74.86517630790505;21.56
1003585;1.99;10.34;9.631585511041932;77.57
107827;2.03;10.32;9.639416608827334;77.63
110708;1.97;11.52;4.314743559494072;64.18
110709;2.29;12.06;4.377665489460467;65.08
112730;0.55;15.24;5.8427480746689495;70.56
115227;1.85;12.27;5.034218922768702;59.07
107926;0.96;11.06;9.789231208385612;68.0
100063;1.5;9.59;6.770748315297757;72.23
112914;1.54;9.61;6.743389227978962;71.94
101525;1.1;8.91;2.6169773660569082;71.27
100263;0.58;16.57;5.7937822430362145;70.65
1090331;0.82;12.48;6.513719708459734;69.29
115206;1.36;11.79;3.4041163250905204;81.42
112892;1.17;11.18;2.0153962568591695;78.4
104188;0.53;12.9;31.80212565802235;36.47
1407617;1.89;14.33;11.90488909518677;60.66
110616;1.42;10.38;1.4958721548852203;67.11
108066;1.6;11.24;1.4102617183383903;67.14
1049670;1.49;9.69;2.083854158985425;73.27
1023181;1.21;14.22;8.885707102344153;86.65
1000857;1.54;7.51;36.37341504489196;44.18
1005932;0.79;13.45;7.696325262481252;50.17
1005947;0.18;10.06;1.2146997849055974;80.17
135921;1.88;15.14;4.059752128663876;53.41
1005957;1.23;9.46;10.964565347049792;76.81
1005971;1.35;7.82;7.570117328454598;58.09
1200540;1.21;8.84;9.312906439491995;71.72
108118;0.98;9.6;6.11950065384438;63.09
1006168;1.21;12.35;3.5109866225128523;79.07
1205347;1.04;8.24;5.867454622203462;37.29
1199362;1.34;10.08;3.312930706659204;54.39
108161;2.1;10.34;3.5606660343998002;80.83
1210207;1.61;12.52;4.041279389191914;69.9
1204764;1.59;18.81;2.1751517890476095;53.89
1208657;1.67;10.63;8.60250296995911;80.66
1476170;1.65;10.65;6.221829580108902;69.26
1204770;1.71;10.0;8.201380430369468;87.24
1007529;1.55;14.79;2.8921423308698375;71.68
1007331;1.47;14.98;2.8836846229440622;71.47
1199871;1.12;8.04;4.360650429538486;73.11
114245;1.1;12.51;2.9553100283039866;66.39
1007261;0.75;11.03;5.880997128906111;73.02
1376735;0.82;8.2;2.5942824984327806;81.82
1008262;1.36;9.91;5.173870547239444;82.15
1204368;1.21;10.27;5.07172679584627;65.98
1202772;1.74;15.18;10.189454302099008;79.94
1202102;1.75;13.99;14.60387716967716;52.37
1204305;1.38;10.94;14.428941381480225;76.49
1004053;0.87;20.05;32.96489776390926;61.99
1200542;1.52;14.05;7.932030471428813;69.93
1202967;1.61;12.61;1.9861540848933212;65.23
1008029;1.39;10.99;1.7429430259322993;71.91
1049789;1.8;14.12;8.516591696090012;78.69
1200240;0.88;12.23;13.545535992913155;64.14
1208997;1.49;9.84;3.5798798174802893;78.89
1209328;-0.49;10.78;14.50349426757411;65.89
1200535;-3.91;24.39;19.286684533206063;73.24
1008481;1.38;11.5;2.973219409156466;80.07
1205327;1.35;12.35;7.8572090365817875;73.32
112905;1.09;12.3;1.6897424700385595;63.28
115166;1.24;12.91;1.6669424519127816;63.63
1205341;1.2;12.82;2.631507111074714;75.69
1202891;1.31;13.67;6.680442896299345;68.09
1008716;1.01;14.25;4.617344806475442;68.3
1206917;2.43;20.79;1.584034860641847;69.37
1209182;2.3;19.91;1.5940707207349218;69.27
1008780;1.59;8.11;2.249829684089081;70.82
1201611;1.28;9.09;2.264862136458216;83.66
1471990;1.36;12.76;6.485198687222124;23.6
100190;1.17;12.88;1.9613055426678307;73.29
1049787;1.39;12.27;5.253623188405797;69.15
1143111;1.13;13.09;1.9502400664603872;72.87
1210149;1.75;12.09;2.028991353465813;65.57
1198814;1.11;10.78;13.281169988324695;63.17
1204763;1.53;10.9;23.213789268835143;58.02
1199873;0.77;10.89;28.049372694261837;24.28
1209741;1.27;9.42;5.256469500924214;81.84
1201635;0.71;8.01;17.13933311368494;56.39
1473853;0.96;10.54;14.470667638396462;65.92
1204762;0.27;9.2;30.709227226291276;21.98
1209731;0.62;10.9;13.870863962219484;61.24
1208135;2.19;9.41;13.497454030967384;78.37
1473792;-0.44;17.13;19.911256011525897;77.38
1200242;3.72;14.21;19.770622153924236;72.41
1199547;0.17;9.54;5.446389536032772;29.71
1009133;1.85;16.93;1.7439512457196098;43.98
1008847;1.74;16.51;2.833182738807903;78.35
1049707;1.59;12.44;5.886522925998189;78.43
1205326;1.82;23.08;6.0520739601172675;10.4
112876;1.69;12.52;1.7312689130916659;80.87
1473857;0.68;10.65;4.197073041520429;85.44
1207624;1.98;6.92;0.735300034036459;48.7
108464;2.0;9.81;22.854032466282753;35.74
1010108;1.65;10.35;2.065480315972589;78.56
1010140;1.63;9.95;2.069123436547341;78.7
1201663;1.62;11.67;10.485738343332281;81.72
1205356;1.27;9.92;7.9528635685626075;62.1
1204761;1.79;12.54;5.380173437154182;79.73
1209737;1.23;10.24;24.107248131175375;50.67
1201632;1.74;9.68;25.757371942369637;68.66
1210217;-0.43;5.27;11.544299313162902;65.92
1205331;1.71;8.49;9.798236187794124;69.22
1054053;1.36;9.35;1.0617513080215628;76.18
137364;1.62;7.47;6.03989352597227;45.35
1010604;1.17;13.84;3.9904012745195656;71.45
1010635;1.18;8.44;3.2531556363965506;59.64
1199839;1.07;10.07;4.177519461969248;76.97
1204136;0.57;9.25;3.170861064219234;70.63
1010834;1.53;10.42;7.960115512619223;62.72
1010828;1.24;11.61;3.057695199071359;50.41
1200760;0.6;18.66;4.885855156279335;83.2
1204039;0.95;10.37;3.2663963994915313;45.84
1210212;1.1;8.64;39.74816533202471;41.27
1200544;1.04;15.76;40.752168505895504;38.02
1169073;0.32;10.99;0.41504815909622517;63.74
1200237;1.18;17.96;10.514852459823297;85.57
1205104;4.37;18.45;2.1953406144298855;93.25
1208017;1.54;8.5;4.4457885982156355;69.31
1205329;1.76;11.07;6.352320167865183;83.1
1202910;1.11;10.08;2.473917813731306;74.92
1011235;0.52;15.7;4.195647526774721;72.87
101675;1.4;11.64;2.71076546870022;82.83
112880;1.42;11.21;2.7073856006063464;82.83
1012575;1.13;10.44;26.54945226337001;39.41
1011401;1.31;8.78;11.587252599252912;85.74
1039526;1.35;8.66;11.596844014220224;85.79
1001492;1.35;8.42;2.296067121988452;64.66
1200545;0.85;9.29;3.838809364158479;77.63
1201614;0.92;14.29;5.673948546943374;40.58
1205338;1.52;13.04;5.97350640113798;72.21
1206283;1.19;12.51;5.062177896413419;67.45
1200532;1.34;9.33;9.022804448235352;70.58
1007554;0.43;9.9;4.184344817905608;84.29
1209734;2.02;11.63;3.0208502866236278;86.01
1200526;0.81;8.46;3.0178582046657283;62.08
1011605;1.91;6.12;1.33094145000059;62.13
1011630;1.26;16.68;3.3728337020189487;71.36
1202980;1.81;13.41;5.924229369324357;72.93
1011719;1.69;10.62;4.3145223535934925;62.79
108636;1.58;9.34;12.483240315642249;73.17
1169111;0.56;11.45;3.7843604302173715;75.92
1476171;1.01;16.33;40.71188641556061;41.2
1204302;1.14;13.33;8.65562512025813;64.43
1205404;1.64;18.05;8.744508988409237;69.33
1011965;1.55;17.0;8.742172119683977;69.26
1356090;1.63;11.68;2.6916781300206867;64.76
1210214;2.36;10.19;4.7253575394936655;81.82
1011975;1.52;10.93;2.726966588560522;64.63
1210213;0.39;8.31;16.57561119665872;37.63
1206249;1.61;8.5;10.185802598960828;79.96
1012003;1.14;14.5;14.929606779950474;79.02
1011037;0.76;9.17;12.260503704116497;62.49
1012176;1.09;10.9;4.648447818936353;63.87
1012189;1.25;11.0;1.7363054028135898;76.05
1466273;8.41;16.94;45.64862361079719;42.99
108714;1.46;9.76;0.9650810401159683;65.48
111400;1.35;10.19;0.9688456872169235;65.44
111085;3.54;60.35;63.12014841398871;9.0
1012651;1.55;14.21;1.322364356718337;64.36
1200555;0.68;9.54;5.684945122780586;81.2
115131;1.68;9.15;10.525622173134623;23.12
1209022;2.28;10.97;2.0501070264598726;73.56
1200234;1.53;13.56;19.341842762788357;46.64
1200524;1.53;8.81;12.678515043529254;62.95
112732;1.7;11.67;2.655380328214395;77.93
14528;1.41;10.1;43.47943637511841;37.23
1126690;1.38;93.13;90.90613941105808;0.24
105279;1.39;9.9;39.882930411280384;38.2
100486;1.62;11.17;3.7709191691575064;64.78
102880;1.48;10.88;4.3357106960243925;63.75
115198;0.97;11.0;5.873001295258846;71.35
1202174;2.94;10.73;7.748923772275655;76.07
1208150;1.36;10.0;2.4901155195560536;79.27
112924;1.96;13.7;5.5254965224186385;73.34
110839;0.86;11.88;22.090031351717062;51.82
11687;1.11;13.92;2.945459930792275;66.1
104195;2.05;12.12;5.45923706868924;73.48
1466888;0.92;8.93;1.8187654109684432;71.12
1207004;2.16;9.33;11.895920788303952;74.44
1207956;1.09;10.74;3.4175886725425797;72.13
102883;1.19;10.53;10.142914963352764;59.58
116672;1.48;12.47;10.031904470193785;57.78
114686;0.37;18.09;3.3899477158188143;67.0
105379;0.8;11.53;12.875759423628521;54.21
115154;1.69;13.06;3.492147834806214;64.35
112883;1.54;13.0;3.5626674427081584;63.7
115379;1.75;12.47;2.656315138139103;77.95
116503;0.7;18.16;3.3841531543955305;63.92
112318;0.84;18.46;5.136096614285841;61.86
1202045;1.47;11.91;2.560042548768623;78.74
1209411;1.27;13.91;2.2650304168342146;76.0
1203626;1.06;10.89;98.02381011299906;0.01
102893;1.48;12.18;3.9742494550332172;71.32
110594;1.37;12.17;5.430545468528918;69.57
1443241;3.65;13.4;13.704179101544062;79.82
115260;1.78;10.38;2.9121463188783148;79.08
112866;1.53;9.49;3.0003103276722634;78.78
113802;0.87;12.9;4.304217811922813;49.21
