Unnamed: 0,Country,Frequency,TIME,Unemployement
870,SWE,A,1985,2.8833330000000004
871,SWE,A,1986,2.691667
872,SWE,A,1987,2.191667
873,SWE,A,1988,1.8
874,SWE,A,1989,1.558333
875,SWE,A,1990,1.7166669999999995
876,SWE,A,1991,3.1
877,SWE,A,1992,5.558333
878,SWE,A,1993,9.05
879,SWE,A,1994,9.358334
880,SWE,A,1995,8.8
881,SWE,A,1996,9.558333
882,SWE,A,1997,9.891666
883,SWE,A,1998,8.2
884,SWE,A,1999,6.733333
885,SWE,A,2000,5.6
886,SWE,A,2001,5.825
887,SWE,A,2002,5.95
888,SWE,A,2003,6.566667
889,SWE,A,2004,7.375
890,SWE,A,2005,7.641667
891,SWE,A,2006,7.041667
892,SWE,A,2007,6.116667
893,SWE,A,2008,6.166667
894,SWE,A,2009,8.3
895,SWE,A,2010,8.575
896,SWE,A,2011,7.766667
897,SWE,A,2012,7.966667
898,SWE,A,2013,8.0
899,SWE,A,2014,7.933333
900,SWE,A,2015,7.4
901,SWE,A,2016,6.95
902,SWE,A,2017,6.683333
903,SWE,A,2018,6.325
904,CHE,A,2010,4.803483
905,CHE,A,2011,4.401403
906,CHE,A,2012,4.4839400000000005
907,CHE,A,2013,4.746688
908,CHE,A,2014,4.829303
909,CHE,A,2015,4.80018
910,CHE,A,2016,4.918711
911,CHE,A,2017,4.797114
912,CHE,A,2018,4.714226999999998
913,TUR,A,2005,9.508333
914,TUR,A,2006,9.066667
915,TUR,A,2007,9.158334
916,TUR,A,2008,10.025
917,TUR,A,2009,13.04167
918,TUR,A,2010,11.15
919,TUR,A,2011,9.141666
920,TUR,A,2012,8.433333
921,TUR,A,2013,9.05
922,TUR,A,2014,9.958333
923,TUR,A,2015,10.30833
924,TUR,A,2016,10.90833
925,TUR,A,2017,10.925
926,TUR,A,2018,10.975
927,GBR,A,1983,10.81667
928,GBR,A,1984,10.85833
929,GBR,A,1985,11.2
930,GBR,A,1986,11.24167
931,GBR,A,1987,10.325
932,GBR,A,1988,8.508333
933,GBR,A,1989,7.108333
934,GBR,A,1990,6.866667
935,GBR,A,1991,8.591666
936,GBR,A,1992,9.766666
937,GBR,A,1993,10.19167
938,GBR,A,1994,9.3
939,GBR,A,1995,8.491667
940,GBR,A,1996,7.908333
941,GBR,A,1997,6.808333
942,GBR,A,1998,6.141667
943,GBR,A,1999,5.908333
944,GBR,A,2000,5.366667
945,GBR,A,2001,5.0
946,GBR,A,2002,5.133333
947,GBR,A,2003,4.95
948,GBR,A,2004,4.7
949,GBR,A,2005,4.791667
950,GBR,A,2006,5.35
951,GBR,A,2007,5.275
952,GBR,A,2008,5.616667
953,GBR,A,2009,7.55
954,GBR,A,2010,7.808333
955,GBR,A,2011,8.058333
956,GBR,A,2012,7.925
957,GBR,A,2013,7.55
958,GBR,A,2014,6.141667
959,GBR,A,2015,5.325
960,GBR,A,2016,4.825
961,GBR,A,2017,4.35
962,GBR,A,2018,4.016667
963,USA,A,1955,4.383333
964,USA,A,1956,4.141667
965,USA,A,1957,4.258333
966,USA,A,1958,6.8
967,USA,A,1959,5.475
968,USA,A,1960,5.508333
969,USA,A,1961,6.683333
970,USA,A,1962,5.541667
971,USA,A,1963,5.666667
972,USA,A,1964,5.191667
973,USA,A,1965,4.525
974,USA,A,1966,3.783333
975,USA,A,1967,3.841667
976,USA,A,1968,3.583333
977,USA,A,1969,3.5083330000000004
978,USA,A,1970,4.933333
979,USA,A,1971,5.9583330000000005
980,USA,A,1972,5.616667
981,USA,A,1973,4.891667
982,USA,A,1974,5.591667
983,USA,A,1975,8.466666
984,USA,A,1976,7.716667
985,USA,A,1977,7.066667
986,USA,A,1978,6.066667
987,USA,A,1979,5.8333330000000005
988,USA,A,1980,7.141667
989,USA,A,1981,7.6
990,USA,A,1982,9.708333
991,USA,A,1983,9.616667
992,USA,A,1984,7.525
993,USA,A,1985,7.191667
994,USA,A,1986,6.991667
995,USA,A,1987,6.191667
996,USA,A,1988,5.491667
997,USA,A,1989,5.266667
998,USA,A,1990,5.616667
999,USA,A,1991,6.816667
1000,USA,A,1992,7.508333
1001,USA,A,1993,6.9
1002,USA,A,1994,6.0833330000000005
1003,USA,A,1995,5.608333
1004,USA,A,1996,5.416667
1005,USA,A,1997,4.95
1006,USA,A,1998,4.508333
1007,USA,A,1999,4.216667
1008,USA,A,2000,3.991667
1009,USA,A,2001,4.733333
1010,USA,A,2002,5.775
1011,USA,A,2003,5.991667
1012,USA,A,2004,5.533333
1013,USA,A,2005,5.066667
1014,USA,A,2006,4.616667
1015,USA,A,2007,4.616667
1016,USA,A,2008,5.775
1017,USA,A,2009,9.266666
1018,USA,A,2010,9.616667
1019,USA,A,2011,8.95
1020,USA,A,2012,8.066667
1021,USA,A,2013,7.375
1022,USA,A,2014,6.166667
1023,USA,A,2015,5.291667
1024,USA,A,2016,4.866667
1025,USA,A,2017,4.35
1026,USA,A,2018,3.9
1027,CHL,A,1986,12.115
1028,CHL,A,1987,10.9275
1029,CHL,A,1988,9.7525
1030,CHL,A,1989,7.9025
1031,CHL,A,1990,7.7575
1032,CHL,A,1991,8.155
1033,CHL,A,1992,6.665
1034,CHL,A,1993,6.5425
1035,CHL,A,1994,7.815
1036,CHL,A,1995,7.3025
1037,CHL,A,1996,6.325
1038,CHL,A,1997,6.115
1039,CHL,A,1998,6.395
1040,CHL,A,1999,10.1375
1041,CHL,A,2000,9.6675
1042,CHL,A,2001,9.8525
1043,CHL,A,2002,9.805
1044,CHL,A,2003,9.54
1045,CHL,A,2004,10.0075
1046,CHL,A,2005,9.235
1047,CHL,A,2006,7.8
1048,CHL,A,2007,7.13
1049,CHL,A,2008,7.7925
1050,CHL,A,2009,9.675
1051,CHL,A,2010,8.15
1052,CHL,A,2011,7.125
1053,CHL,A,2012,6.545561
1054,CHL,A,2013,6.08222
1055,CHL,A,2014,6.495096
1056,CHL,A,2015,6.328377
1057,CHL,A,2016,6.684913000000001
1058,CHL,A,2017,6.965175
1059,CHL,A,2018,7.376639
1060,EST,A,1997,9.625
1061,EST,A,1998,9.15
1062,EST,A,1999,11.35
1063,EST,A,2000,14.458329999999998
1064,EST,A,2001,13.04167
1065,EST,A,2002,11.33333
1066,EST,A,2003,10.35
1067,EST,A,2004,10.08333
1068,EST,A,2005,7.975
1069,EST,A,2006,5.941667
1070,EST,A,2007,4.6
1071,EST,A,2008,5.516667
1072,EST,A,2009,13.575
1073,EST,A,2010,16.741670000000006
1074,EST,A,2011,12.425
1075,EST,A,2012,9.991667
1076,EST,A,2013,8.566667
1077,EST,A,2014,7.383333
1078,EST,A,2015,6.2083330000000005
1079,EST,A,2016,6.766667
1080,EST,A,2017,5.816667
1081,EST,A,2018,5.375
1082,ISR,A,1995,6.869636999999999
1083,ISR,A,1996,6.677445
1084,ISR,A,1997,7.673758999999999
1085,ISR,A,1998,8.535764
1086,ISR,A,1999,8.884659
1087,ISR,A,2000,8.770605999999999
1088,ISR,A,2001,9.348134
1089,ISR,A,2002,10.29844
1090,ISR,A,2003,10.71266
1091,ISR,A,2004,10.36771
1092,ISR,A,2005,8.989903
1093,ISR,A,2006,8.403837
1094,ISR,A,2007,7.318558
1095,ISR,A,2008,6.099141
1096,ISR,A,2009,7.544086
1097,ISR,A,2010,6.636595
1098,ISR,A,2011,5.6023760000000005
1099,ISR,A,2012,6.85
1100,ISR,A,2013,6.2083330000000005
1101,ISR,A,2014,5.908333
1102,ISR,A,2015,5.241667
1103,ISR,A,2016,4.808333
1104,ISR,A,2017,4.216667
1105,ISR,A,2018,4.0
1106,SVN,A,1996,6.891667
1107,SVN,A,1997,6.916667
1108,SVN,A,1998,7.366667
1109,SVN,A,1999,7.408333
1110,SVN,A,2000,6.741667
1111,SVN,A,2001,6.191667
1112,SVN,A,2002,6.341667
1113,SVN,A,2003,6.7
1114,SVN,A,2004,6.341667
1115,SVN,A,2005,6.541667
1116,SVN,A,2006,5.991667
1117,SVN,A,2007,4.858333
1118,SVN,A,2008,4.391667
1119,SVN,A,2009,5.891667
1120,SVN,A,2010,7.275
1121,SVN,A,2011,8.208333
1122,SVN,A,2012,8.891666
1123,SVN,A,2013,10.15833
1124,SVN,A,2014,9.741667
1125,SVN,A,2015,9.0
1126,SVN,A,2016,8.008333
1127,SVN,A,2017,6.6
1128,SVN,A,2018,5.125
1129,EU28,A,2000,8.983334
1130,EU28,A,2001,8.733334
1131,EU28,A,2002,9.05
1132,EU28,A,2003,9.166667
1133,EU28,A,2004,9.258333
1134,EU28,A,2005,9.008333
1135,EU28,A,2006,8.233334
1136,EU28,A,2007,7.183333
1137,EU28,A,2008,7.05
1138,EU28,A,2009,8.966666
1139,EU28,A,2010,9.65
1140,EU28,A,2011,9.666667
1141,EU28,A,2012,10.49167
1142,EU28,A,2013,10.89167
1143,EU28,A,2014,10.24167
1144,EU28,A,2015,9.425
1145,EU28,A,2016,8.55
1146,EU28,A,2017,7.641667
1147,EU28,A,2018,6.8333330000000005
1148,OECD,A,2001,6.67035
1149,OECD,A,2002,7.204412
1150,OECD,A,2003,7.305661
1151,OECD,A,2004,7.171365
1152,OECD,A,2005,6.823394
1153,OECD,A,2006,6.304136
1154,OECD,A,2007,5.809063
1155,OECD,A,2008,6.139623
1156,OECD,A,2009,8.295485000000001
1157,OECD,A,2010,8.506084
1158,OECD,A,2011,8.093472
1159,OECD,A,2012,8.072906
1160,OECD,A,2013,7.986089999999999
1161,OECD,A,2014,7.434075
1162,OECD,A,2015,6.866003999999998
1163,OECD,A,2016,6.446828
1164,OECD,A,2017,5.920489
1165,OECD,A,2018,5.480696
1166,G-7,A,1991,6.366811
1167,G-7,A,1992,6.999034
1168,G-7,A,1993,7.1923309999999985
1169,G-7,A,1994,7.000197999999998
1170,G-7,A,1995,6.726533
1171,G-7,A,1996,6.756618
1172,G-7,A,1997,6.536936
1173,G-7,A,1998,6.369025
1174,G-7,A,1999,6.13108
1175,G-7,A,2000,5.6914440000000015
1176,G-7,A,2001,5.891988
1177,G-7,A,2002,6.478742
1178,G-7,A,2003,6.6389619999999985
1179,G-7,A,2004,6.389414
1180,G-7,A,2005,6.21151
1181,G-7,A,2006,5.80212
1182,G-7,A,2007,5.4064510000000015
1183,G-7,A,2008,5.8294
1184,G-7,A,2009,8.000223
1185,G-7,A,2010,8.146105
1186,G-7,A,2011,7.635075
1187,G-7,A,2012,7.360997999999999
1188,G-7,A,2013,7.095573
1189,G-7,A,2014,6.383449
1190,G-7,A,2015,5.807446
1191,G-7,A,2016,5.452868
1192,G-7,A,2017,4.9834559999999986
1193,G-7,A,2018,4.546288
1194,EA19,A,1991,7.840147
1195,EA19,A,1992,8.50725
1196,EA19,A,1993,10.16667
1197,EA19,A,1994,10.85833
1198,EA19,A,1995,10.65
1199,EA19,A,1996,10.78333
1200,EA19,A,1997,10.75833
1201,EA19,A,1998,10.55
1202,EA19,A,1999,9.816667
1203,EA19,A,2000,8.883333
1204,EA19,A,2001,8.308333
1205,EA19,A,2002,8.6
1206,EA19,A,2003,9.066667
1207,EA19,A,2004,9.266666
1208,EA19,A,2005,9.116667
1209,EA19,A,2006,8.408334
1210,EA19,A,2007,7.508333
1211,EA19,A,2008,7.583333
1212,EA19,A,2009,9.641666
1213,EA19,A,2010,10.225
1214,EA19,A,2011,10.21667
1215,EA19,A,2012,11.375
1216,EA19,A,2013,12.04167
1217,EA19,A,2014,11.61667
1218,EA19,A,2015,10.85833
1219,EA19,A,2016,10.025
1220,EA19,A,2017,9.066667
1221,EA19,A,2018,8.2
1222,LVA,A,1999,14.066670000000002
1223,LVA,A,2000,14.34167
1224,LVA,A,2001,13.48333
1225,LVA,A,2002,12.49167
1226,LVA,A,2003,11.64167
1227,LVA,A,2004,11.75
1228,LVA,A,2005,10.05
1229,LVA,A,2006,7.041667
1230,LVA,A,2007,6.058333
1231,LVA,A,2008,7.741667
1232,LVA,A,2009,17.566670000000002
1233,LVA,A,2010,19.475
1234,LVA,A,2011,16.21667
1235,LVA,A,2012,15.041670000000002
1236,LVA,A,2013,11.875
1237,LVA,A,2014,10.85
1238,LVA,A,2015,9.883333
1239,LVA,A,2016,9.633333
1240,LVA,A,2017,8.708333
1241,LVA,A,2018,7.4
1242,LTU,A,1999,14.64167
1243,LTU,A,2000,16.441670000000002
1244,LTU,A,2001,17.41667
1245,LTU,A,2002,13.775
1246,LTU,A,2003,12.43333
1247,LTU,A,2004,10.89167
1248,LTU,A,2005,8.316667
1249,LTU,A,2006,5.791667
1250,LTU,A,2007,4.258333
1251,LTU,A,2008,5.825
1252,LTU,A,2009,13.8
1253,LTU,A,2010,17.84167
1254,LTU,A,2011,15.39167
1255,LTU,A,2012,13.40833
1256,LTU,A,2013,11.8
1257,LTU,A,2014,10.725
1258,LTU,A,2015,9.133333
1259,LTU,A,2016,7.9
1260,LTU,A,2017,7.116667
1261,LTU,A,2018,6.183333
1262,COL,A,2007,11.2225
1263,COL,A,2008,11.2775
1264,COL,A,2009,12.08
1265,COL,A,2010,11.84167
1266,COL,A,2011,10.895
1267,COL,A,2012,10.43417
1268,COL,A,2013,9.705833
1269,COL,A,2014,9.166667
1270,COL,A,2015,8.960834
1271,COL,A,2016,9.274167
1272,COL,A,2017,9.425834
1273,COL,A,2018,9.719167
1274,EU27_2020,A,2000,8.983334
1275,EU27_2020,A,2001,8.733334
1276,EU27_2020,A,2002,9.05
1277,EU27_2020,A,2003,9.791667
1278,EU27_2020,A,2004,9.933333
1279,EU27_2020,A,2005,9.666667
1280,EU27_2020,A,2006,8.691667
1281,EU27_2020,A,2007,7.508333
1282,EU27_2020,A,2008,7.258333
1283,EU27_2020,A,2009,9.191667
1284,EU27_2020,A,2010,9.908334
1285,EU27_2020,A,2011,9.925
1286,EU27_2020,A,2012,10.88333
1287,EU27_2020,A,2013,11.4
1288,EU27_2020,A,2014,10.88333
1289,EU27_2020,A,2015,10.06667
1290,EU27_2020,A,2016,9.125
1291,EU27_2020,A,2017,8.15
1292,EU27_2020,A,2018,7.283333
