Date*Adidas*Allianz*BASF*Bayer*BMW*Deutsche Bank*Deutsche Telekom*SAP*Siemens*Volkswagen*DAX
2019-01-02*175.45614624023438*128.8058319091797*42.017372131347656*49.486263275146484*48.311954498291016*6.475192070007324*12.32740306854248*77.92264556884766*72.89749908447266*80.84770202636719*10580.1904296875
2019-01-03*175.0279541015625*127.45153045654297*41.532981872558594*49.437477111816406*47.83396530151367*6.428998947143555*12.418901443481445*75.504638671875*70.94275665283203*79.95768737792969*10416.66015625
2019-01-04*181.78359985351562*130.5428466796875*43.7265739440918*52.77125930786133*49.676658630371094*6.735142230987549*12.514559745788574*77.41217803955078*73.72249603271484*83.35155487060547*10767.6904296875
2019-01-07*180.49908447265625*129.48297119140625*43.525901794433594*51.933746337890625*49.960697174072266*6.839303493499756*12.531195640563965*77.57337951660156*72.75627899169922*83.44648742675781*10747.8095703125
2019-01-08*184.8759765625*129.61546325683594*43.74733352661133*53.275386810302734*50.023033142089844*6.90451717376709*12.36483383178711*78.78238677978516*73.04615020751953*84.84676361083984*10803.98046875
2019-01-09*184.4477996826172*130.3809356689453*43.82345199584961*53.33230209350586*50.535667419433594*6.713404178619385*12.285812377929688*79.86601257324219*73.31371307373047*86.91156005859375*10893.3203125
2019-01-10*186.01776123046875*131.39666748046875*43.94109344482422*53.568111419677734*50.24470901489258*6.77499532699585*12.294129371643066*80.0988540649414*73.40290069580078*85.9859619140625*10921.58984375
2019-01-11*187.44500732421875*131.7205352783203*43.6158561706543*53.42174530029297*49.75979232788086*6.753256797790527*12.256698608398438*79.7048110961914*72.48870849609375*84.36022186279297*10887.4599609375
2019-01-14*187.73045349121094*131.911865234375*43.32522201538086*52.730594635009766*49.59353256225586*6.758691787719727*12.231744766235352*78.87194061279297*72.35492706298828*85.51128387451172*10855.91015625
2019-01-15*189.5858917236328*131.92662048339844*43.595096588134766*52.86882781982422*49.614315032958984*6.780429363250732*12.215109825134277*79.97348022460938*72.61506652832031*86.06903076171875*10891.7900390625
2019-01-16*188.4916534423828*132.7803955078125*43.5051383972168*52.91761779785156*49.551971435546875*7.349239349365234*12.20678997039795*80.12572479248047*72.53330993652344*85.97409057617188*10931.240234375
2019-01-17*190.29949951171875*132.6626434326172*43.595096588134766*52.1695556640625*49.364925384521484*7.048530578613281*12.136086463928223*81.03023529052734*72.76371765136719*84.78742980957031*10918.6201171875
2019-01-18*194.10548400878906*135.43011474609375*45.39426040649414*54.072242736816406*50.80583190917969*7.244172096252441*12.385629653930664*83.37660217285156*74.7407455444336*86.42503356933594*11205.5400390625
2019-01-21*196.00848388671875*135.72451782226562*45.08286666870117*53.64128875732422*50.59107971191406*7.22968053817749*12.086176872253418*82.3646240234375*74.88938903808594*85.96223449707031*11136.2001953125
2019-01-22*195.8181915283203*134.9296112060547*44.52235412597656*53.63315200805664*50.38326644897461*7.1191792488098145*12.09449577331543*81.81832885742188*73.90087890625*85.2027587890625*11090.1103515625
